Coder_ID,Pair_Type,Word_ID,Pair_ID,Korean_Word,POS,Note,I_Feel,I_Feel_Wordform,They_Feel,They_Feel_Wordform,They_Feel_Q1,They_Feel_Q2,It_Feels,It_Feels_Wordform,It_Feels_Q1,It_Feels_Q2,Bodily_Physical,Epistemic,Behavioral_Result,Additional_Meaning,Unnamed: 21,Distinctiveness,Relatedness,I_Am,I_Am_Wordform,causing,caused,Meaning_label
1,noun-adj,52,29,개탄,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,53,29,개탄스럽다,adjective,,acceptable,개탄스럽다고,acceptable,개탄스럽다고,yes,no,unacceptable,개탄스럽다고,no,no,no,no,no,no,,,,acceptable,개탄스럽다,no,yes,1
1,noun-adj,55,30,객관적이다,adjective,Also feel like it is not emotion. 나는 객관적이라 느낀다 = 나는 (상황이) 느낀다. 나는 객관적이다 = 나는 객관적인 사람이다.,not sure,객관적이라고,not sure,객관적이라고,no,no,unacceptable,객관적이라고,no,no,no,no,no,no,,,,acceptable,객관적이다,no,no,1
1,noun-adj,56,30,객관적임,noun,,,,,,,,,,,,,,,,,,,,,,,
1,no-pair,57,31,거들먹거리는,adjective,,acceptable,거들먹거린다고,acceptable,거들먹거린다고,no,no,unacceptable,거들먹거린다고,no,no,no,no,no,no,,,,acceptable,거들먹거린다,yes,no,1
1,noun-adj,58,32,거뜬하다,adjective,"meaning 1 from ""표준국어대사전"": 다루기에 거볍고 간편하거나 손쉽다",acceptable,거뜬하다고,acceptable,거뜬하다고,yes,no,unacceptable,거뜬하다고,no,no,yes,no,no,yes,,yes,no,not sure,거뜬하다,yes,no,1
1,noun-adj,58,32,거뜬하다,adjective,"meaning 2 from ""표준국어대사전"": ]마음이 후련하고 상쾌하다",acceptable,거뜬하다고,acceptable,거뜬하다고,yes,no,unacceptable,거뜬하다고,no,no,no,no,no,yes,,yes,no,not sure,거뜬하다,no,yes,2
1,noun-adj,59,32,거뜬함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,64,36,거북하다,adjective,mentally,acceptable,거북하다고,acceptable,거북하다고,yes,no,unacceptable,거북하다고,no,no,no,no,no,yes,,yes,yes,not sure,거북하다,yes,yes,1
1,noun-adj,64,36,거북하다,adjective,physically,acceptable,거북하다고,acceptable,거북하다고,yes,no,unacceptable,거북하다고,no,no,yes,no,no,yes,,yes,yes,acceptable,거북하다,no,yes,2
1,noun-adj,65,36,거북함,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,66,37,거슬리는,adjective,mentally,acceptable,거슬린다고,acceptable,거슬린다고,yes,no,unacceptable,거슬린다고,no,no,no,no,no,yes,,yes,yes,unacceptable,거슬린다,yes,yes,1
1,noun-adj,66,37,거슬리는,adjective,physically,acceptable,거슬린다고,acceptable,거슬린다고,yes,no,unacceptable,거슬린다고,no,no,yes,no,no,yes,,yes,yes,acceptable,거슬린다,yes,yes,2
1,noun-adj,68,37,거슬림,noun,,,,,,,,,,,,,,,,,,,,,,,
1,no-pair,69,38,거절된,adjective,,acceptable,거절됬다고,acceptable,거절됬다고,no,no,unacceptable,거절됬다고,no,no,no,yes,no,no,,,,acceptable,거절됬다,no,no,1
1,noun-adj,71,39,거짓말,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,72,39,거짓말하는,adjective,나는 거짓말한다고 느낀다 = 나는 (누군가가) 거짓말한다고 느낀다. 나는 거짓말한다 = I lied.,not sure,거짓말한다고,not sure,거짓말한다고,no,no,unacceptable,거짓말한다고,no,no,no,no,no,no,,,,unacceptable,거짓말한다,no,no,1
1,noun-adj,73,40,걱정,noun,,,,,,,,,,,,,,,,,,,,,,,
1,noun-adj,74,40,걱정되는,adjective,~이 걱정된다(걱정 for someone),acceptable,걱정된다고,acceptable,걱정된다고,yes,no,unacceptable,걱정된다고,no,no,no,no,no,no,,,,acceptable,걱정된다,yes,yes,1
1,noun-adj,75,40,걱정하는,adjective,~을 걱정한다(I feel 걱정),acceptable,걱정한다고,acceptable,걱정한다고,no,no,unacceptable,걱정한다고,no,no,no,no,no,no,,,,acceptable,걱정한다,no,yes,1
2,noun-adj,77,41,겁,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,79,41,겁내는,adjective,get rid of the '는' and add 'ㄴ' 받침 on '내',unacceptable,겁낸다고,unacceptable,겁낸다고,no,no,unacceptable,겁낸다고,no,no,no,no,no,no,,,,acceptable,겁낸다,no,yes,1
2,noun-adj,81,41,겁먹은,adjective,"는' instead of '은', past tense is more natural to say like '겁먹었다고'",unacceptable,겁먹는다고,unacceptable,겁먹는다고,no,no,unacceptable,겁먹는다고,no,no,no,no,no,no,,,,acceptable,겁먹는다,no,yes,1
2,noun-adj,82,41,겁에 질린,adjective,,acceptable,겁에 질린다고,acceptable,겁에 질린다고,yes,no,unacceptable,겁에 질린다고,no,no,no,no,no,no,,,,acceptable,겁에 질린다,no,yes,1
2,noun-adj,83,41,겁이 많은,adjective,get rid of the '은',acceptable,겁이 많다고,acceptable,겁이 많다고,no,yes,unacceptable,겁이 많다고,no,no,no,no,no,no,,,,acceptable,겁이 많다,no,no,1
2,noun-adj,85,42,격노,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,86,42,격노하다,adjective,,unacceptable,격노한다고,unacceptable,격노한다고,no,no,unacceptable,격노한다고,no,no,no,no,no,no,,,,acceptable,격노한다,no,yes,1
2,noun-adj,87,43,격동,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,88,43,격동되다,adjective,becomes verb; it would make sense if an object like '상황' is given,unacceptable,격동된다고,unacceptable,격동된다고,no,no,unacceptable,격동된다고,no,no,no,no,no,no,,,,acceptable,격동된다,yes,yes,1
2,noun-adj,90,45,격분,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,92,45,격분한,adjective,becomes verb,acceptable,격분한다고,acceptable,격분한다고,yes,no,unacceptable,격분한다고,no,no,no,no,no,no,,,,acceptable,격분한다,no,yes,1
2,noun-adj,93,46,격앙,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,94,46,격앙되다,adjective,add 'ㄴ' 받침; becomes verb,acceptable,격앙된다고,acceptable,격앙된다고,yes,no,unacceptable,격앙된다고,no,no,no,no,no,no,,,,acceptable,격앙된다,yes,yes,1
2,noun-adj,95,46,격앙하다,adjective,add 'ㄴ' 받침; becomes verb,acceptable,격앙한다고,acceptable,격앙한다고,yes,no,unacceptable,격앙한다고,no,no,no,no,no,no,,,,acceptable,격앙한다,yes,yes,1
2,noun-adj,96,47,격양,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,97,47,격양되다,adjective,add 'ㄴ' 받침; becomes verb,acceptable,격양된다고,acceptable,격양된다고,yes,no,unacceptable,격양된다고,no,no,no,no,no,no,,,,acceptable,격양된다,yes,yes,1
2,noun-adj,98,47,격양하다,adjective,add 'ㄴ' 받침; becomes verb,acceptable,격양한다고,acceptable,격양한다고,yes,no,unacceptable,격양한다고,no,no,no,no,no,no,,,,acceptable,격양한다,yes,yes,1
2,noun-adj,99,48,격정,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,100,48,격정적인,adjective,get rid of 'ㄴ' 받침 on 인; would make more sense if an object is given,acceptable,격정적이라고,acceptable,격정적이라고,yes,yes,acceptable,격정적이라고,no,yes,no,no,no,no,,,,acceptable,격정적이다,yes,yes,1
2,noun-adj,105,53,결연하다,adjective,,acceptable,결연하다고,acceptable,결연하다고,yes,no,unacceptable,결연하다고,no,no,no,no,no,no,,,,acceptable,결연하다,yes,yes,1
2,noun-adj,106,53,결연함,noun,,,,,,,,,,,,,,,,,,,,,,,
2,no-pair,107,54,겸손하다,adjective,,unacceptable,겸손하다고,acceptable,겸손하다고,no,yes,unacceptable,겸손하다고,no,no,no,no,no,no,,,,acceptable,겸손하다,yes,no,1
2,no-pair,108,55,겸연쩍다,adjective,,acceptable,겸연쩍다고,acceptable,겸연쩍다고,yes,no,unacceptable,겸연쩍다고,no,no,no,no,no,no,,,,acceptable,겸연쩍다,no,yes,1
2,noun-adj,109,56,경계하는,adjective,get rid of '는' and add 'ㄴ' 받침; becomes verb in I AM part,unacceptable,경계한다고,unacceptable,경계한다고,no,no,unacceptable,경계한다고,no,no,no,no,no,no,,,,acceptable,경계한다,no,yes,1
2,noun-adj,584,56,경계,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,113,58,경악,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,115,58,경악한,adjective,,unacceptable,경악한다고,unacceptable,경악한다고,no,no,unacceptable,경악한다고,no,no,no,no,no,no,,,,acceptable,경악한다,no,yes,1
2,no-pair,118,59,경이롭다,adjective,,acceptable,경이롭다고,acceptable,경이롭다고,yes,yes,acceptable,경이롭다고,no,yes,no,no,no,no,,,,acceptable,경이롭다,yes,yes,1
2,no-pair,119,60,경청하는,adjective,,unacceptable,경청한다고,unacceptable,경청한다고,no,no,unacceptable,경청한다고,no,no,no,no,no,no,,,,acceptable,경청한다,no,no,1
2,noun-adj,120,61,경쾌,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,121,61,경쾌하다,adjective,would make more sense if an object is given,acceptable,경쾌하다고,acceptable,경쾌하다고,yes,yes,unacceptable,경쾌하다고,no,no,no,no,no,no,,,,acceptable,경쾌하다,yes,yes,1
2,noun-adj,122,63,경탄하는,adjective,add 'ㄴ' 받침,unacceptable,경탄한다고,unacceptable,경탄한다고,no,no,unacceptable,경탄한다고,no,no,no,no,no,no,,,,acceptable,경탄한다,no,yes,1
2,noun-adj,1381,63,경탄,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,124,64,고뇌,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,1382,64,고뇌하는,adjective,add 'ㄴ' 받침,unacceptable,고뇌한다고,unacceptable,고뇌한다고,no,no,unacceptable,고뇌한다고,no,no,no,no,no,no,,,,acceptable,고뇌한다,no,yes,1
2,noun-adj,126,65,고단하다,adjective,,acceptable,고단하다고,acceptable,고단하다고,yes,no,unacceptable,고단하다고,no,no,no,no,no,no,,,,acceptable,고단하다,yes,yes,1
2,noun-adj,127,65,고단함,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,128,66,고달픔,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,129,66,고달프다,adjective,,acceptable,고달프다고,acceptable,고달프다고,yes,no,unacceptable,고달프다고,no,no,no,no,no,no,,,,acceptable,고달프다,yes,yes,1
2,noun-adj,131,68,고독,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,132,68,고독하다,adjective,,acceptable,고독하다고,acceptable,고독하다고,yes,no,acceptable,고독하다고,no,no,no,no,no,no,,,,acceptable,고독하다,yes,yes,1
2,noun-adj,133,69,고되다,adjective,,acceptable,고되다고,acceptable,고되다고,yes,no,unacceptable,고되다고,no,no,no,no,no,no,,,,acceptable,고되다,yes,yes,1
2,noun-adj,134,69,고됨,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,136,71,고마움,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,138,71,고맙다,adjective,,acceptable,고맙다고,acceptable,고맙다고,yes,no,unacceptable,고맙다고,no,no,no,no,no,no,,,,acceptable,고맙다,yes,yes,1
2,verb-adj,139,72,고무되다,verb,,,,,,,,,,,,,,,,,,,,,,,
2,verb-adj,140,72,고무된,adjective,,acceptable,고무된다고,acceptable,고무된다고,yes,no,unacceptable,고무된다고,no,no,no,no,no,no,,,,acceptable,고무된다,no,yes,1
2,noun-adj,141,73,고민,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,142,73,고민하는,adjective,add 'ㄴ' 받침; becomes verb,unacceptable,고민한다고,unacceptable,고민한다고,no,no,unacceptable,고민한다고,no,no,no,no,no,no,,,,acceptable,고민한다,no,yes,1
2,no-pair,145,75,고적하다,adjective,searched the word on 표준국어대사전,acceptable,고적하다고,acceptable,고적하다고,yes,no,acceptable,고적하다고,no,yes,no,no,no,no,,,,acceptable,고적하다,yes,yes,1
2,noun-adj,146,76,고통받는,adjective,,acceptable,고통받는다고,acceptable,고통받는다고,yes,no,unacceptable,고통받는다고,no,no,yes,no,no,no,,,,acceptable,고통받는다,yes,yes,1
2,noun-adj,147,76,고통스럽다,adjective,,acceptable,고통스럽다고,acceptable,고통스럽다고,yes,no,unacceptable,고통스럽다고,no,no,yes,no,no,no,,,,acceptable,고통스럽다,yes,yes,1
2,noun-adj,1383,76,고통,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,148,77,곤혹,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,149,77,곤혹스럽다,adjective,,acceptable,곤혹스럽다고,acceptable,곤혹스럽다고,yes,no,unacceptable,곤혹스럽다고,no,no,no,no,no,no,,,,acceptable,곤혹스럽다,yes,yes,1
2,noun-adj,153,80,공격,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,154,80,공격적이다,adjective,use '라고' instead of '다',acceptable,공격적이라고,acceptable,공격적이라고,yes,yes,acceptable,공격적이라고,no,yes,no,no,no,no,,,,acceptable,공격적이다,yes,yes,1
2,noun-adj,155,82,공상,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,156,82,공상적이다,adjective,use '라고' instead of '다',unacceptable,공상적이라고,acceptable,공상적이라고,no,yes,unacceptable,공상적이라고,no,no,no,no,no,no,,,,acceptable,공상적이다,yes,yes,1
2,noun-adj,157,83,공정하다,adjective,,acceptable,공정하다고,acceptable,공정하다고,yes,yes,unacceptable,공정하다고,no,no,no,no,no,no,,,,acceptable,공정하다,yes,no,1
2,noun-adj,158,83,공정함,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,159,84,공포,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,160,84,공포스럽다,adjective,object needed,unacceptable,공포스럽다고,acceptable,공포스럽다고,no,yes,acceptable,공포스럽다고,no,yes,no,no,no,no,,,,acceptable,공포스럽다,yes,yes,1
2,noun-adj,161,85,공허하다,adjective,,acceptable,공허하다고,acceptable,공허하다고,yes,no,unacceptable,공허하다고,no,no,no,no,no,no,,,,acceptable,공허하다,yes,yes,1
2,noun-adj,162,85,공허함,noun,,,,,,,,,,,,,,,,,,,,,,,
2,no-pair,163,86,관리하는,adjective,becomes verb in I AM part,unacceptable,관리한다고,unacceptable,관리한다고,no,no,unacceptable,관리한다고,no,no,no,no,no,no,,,,acceptable,관리한다,no,no,1
2,noun-adj,164,87,관심,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,165,87,관심없다,adjective,would make more sense if an object is given,acceptable,관심없다고,acceptable,관심없다고,yes,no,unacceptable,관심없다고,no,no,no,no,no,no,,,,acceptable,관심없다,no,yes,1
2,noun-adj,166,87,관심있다,adjective,would make more sense if an object is given,acceptable,관심있다고,acceptable,고,yes,yes,unacceptable,관심있다고,no,no,no,no,no,no,,,,acceptable,관심있다,no,yes,1
2,noun-adj,167,88,관여,noun,,,,,,,,,,,,,,,,,,,,,,,
2,noun-adj,168,88,관여하는,adjective,becomes verb in I AM question; object needed,unacceptable,관여한다고,acceptable,관여한다고,no,yes,unacceptable,관여한다고,no,no,no,no,no,no,,,,acceptable,관여한다,no,yes,1
3,no-pair,169,89,괜찮다,adjective,,acceptable,괜찮다고,acceptable,괜찮다고,yes,yes,acceptable,괜찮다고,no,yes,no,no,no,no,,,,acceptable,괜찮다,no,yes,1
3,noun-adj,170,90,괴롭게 한다,adjective,"I feel , it feels test: needs an object. In they feel test, ""그들이"" inside They feel sentence makes sense because ""그들이"" can be interpreted as object (and subject is ommitted)",unacceptable,괴롭게 한다고,not sure,괴롭게 한다고,yes,no,unacceptable,괴롭게 한다고,yes,no,no,no,no,no,,,,unacceptable,괴롭게 한다,no,yes,1
3,noun-adj,171,90,괴로움,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,172,90,괴롭다,adjective,,acceptable,괴롭다고,acceptable,괴롭다고,yes,no,unacceptable,괴롭다고,no,no,no,no,no,no,,,,acceptable,괴롭다,yes,no,1
3,noun-adj,174,92,굉장하다,adjective,It feels sentence sounds natural because it can be read as subject ommitted. This is reflected in It_Feels_Q2 as 'yes' response.,acceptable,굉장하다고,acceptable,굉장하다고,yes,no,acceptable,굉장하다고,no,yes,no,no,no,no,,,,acceptable,굉장하다,no,yes,1
3,noun-adj,1384,92,굉장함,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,177,94,교만,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,1385,94,교만하다,adjective,,acceptable,교만하다고,acceptable,교만하다고,yes,no,unacceptable,교만하다고,no,no,no,no,no,no,,,,acceptable,교만하다,no,no,1
3,noun-adj,178,95,교활하다,adjective,,acceptable,교활하다고,acceptable,교활하다고,yes,unsure,unacceptable,교활하다고,no,no,no,no,no,no,,,,acceptable,교활하다,no,no,1
3,noun-adj,1386,95,교활함,noun,,,,,,,,,,,,,,,,,,,,,,,
3,no-pair,179,96,엉큼하다,adjective,,acceptable,엉큼하다고,acceptable,엉큼하다고,yes,no,unacceptable,엉큼하다고,no,no,no,no,no,no,,,,acceptable,엉큼하다,yes,yes,1
3,noun-adj,180,97,구슬프다,adjective,,acceptable,구슬프다고,acceptable,구슬프다고,yes,unsure,unacceptable,구슬프다고,no,no,no,no,no,no,,,,acceptable,구슬프다,yes,yes,1
3,noun-adj,693,97,슬프다,adjective,,acceptable,슬프다고,acceptable,슬프다고,yes,unsure,unacceptable,슬프다고,no,no,no,no,no,no,,,,acceptable,슬프다,yes,yes,1
3,noun-adj,694,97,슬픔,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,181,98,굴욕,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,182,98,굴욕적이다,adjective,"Feel sentence : when we apply word in sentence, '굴욕적이다고' is awkward . '굴욕적이라고' is right.",acceptable,굴욕적이라고,acceptable,굴욕적이라고,yes,no,unacceptable,굴욕적이라고,no,no,no,no,no,no,,,,acceptable,굴욕적이다,yes,no,1
3,noun-adj,183,99,궁금해하는,adjective,"curiosity is not feeling, so unacceptable",unacceptable,궁금해한다고,unacceptable,궁금해한다고,yes,yes,unacceptable,궁금해한다고,no,no,no,yes,no,no,,,,acceptable,궁금해한다,yes,no,1
3,noun-adj,1387,99,궁금증,noun,,,,,,,,,,,,,,,,,,,,,,,
3,no-pair,184,100,궁핍한,adjective,meaning as financially '궁핍' like poor person ,acceptable,궁핍하다고,acceptable,궁핍하다고,yes,yes,unacceptable,궁핍하다고,no,no,no,no,no,yes,,yes,yes,acceptable,궁핍하다,yes,no,1
3,no-pair,184,100,궁핍한,adjective,meaning as lack of peice of mind,acceptable,궁핍하다고,acceptable,궁핍하다고,yes,no,unacceptable,궁핍하다고,no,no,no,no,no,yes,,yes,yes,acceptable,궁핍하다,no,no,2
3,noun-adj,185,101,권태,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,186,101,권태롭다,adjective,'권태롭다' is not caused by others and not causing other one '권태',acceptable,권태롭다고,acceptable,권태롭다고,yes,no,unacceptable,권태롭다고,no,no,no,yes,no,no,,,,acceptable,권태롭다,no,yes,1
3,noun-adj,187,102,귀여움,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,188,102,귀엽다,adjective,"I think '귀여움' not feeling it. We cannot feel 'cute'. Also I think sentence needs object / it_feel Q1,Q2 both 'yes'. For Q2, object is omitted. ",unacceptable,귀엽다고,unacceptable,귀엽다고,yes,yes,acceptable,귀엽다고,no,yes,no,no,no,no,,,,acceptable,귀엽다,no,yes,1
3,noun-adj,189,103,귀찮다,adjective,"It feels Q2 : I think it can be self evaluation(so, Q1 : yes) and my evaluation too. ex: (In my opinion), it feels '귀찮다' ",acceptable,귀찮다고,acceptable,귀찮다고,yes,no,acceptable,귀찮다고,no,yes,no,no,no,no,,,,acceptable,귀찮다,no,yes,1
3,noun-adj,190,103,귀찮음,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,191,104,그리움,noun,,,,,,,,,,,,,,,,,,,,,,,
3,noun-adj,193,104,그립다,adjective,I_am question: we need Object,acceptable,그립다고,acceptable,그립다고,yes,yes,unacceptable,그립다고,no,no,no,no,no,no,,,,unacceptable,그립다,no,no,1
3,noun-adj,194,105,근심,noun,,,,,,,,,,,,,,,,,,,,,,,
